natural_query	sql_query	result	from_to_where	after_froM	after_from
What was the lowest field goal percentage recorded by the New York Knicks in any game of the 2005 season?	SELECT MIN(fg_pct) AS lowest_fg_percentage FROM (     SELECT fg_pct_home AS fg_pct FROM game WHERE team_abbreviation_home = 'NYK' AND season_id = '22005'     UNION ALL     SELECT fg_pct_away FROM game WHERE team_abbreviation_away = 'NYK' AND season_id = '22005' );	0.329	(     SELECT fg_pct_home AS fg_pct FROM game	game	game
How many total rebounds did the Houston Rockets collect in the 2010 season?	SELECT SUM(reb) AS total_rebounds FROM (     SELECT reb_home AS reb FROM game WHERE team_abbreviation_home = 'HOU' AND season_id = '22010'     UNION ALL     SELECT reb_away AS reb FROM game WHERE team_abbreviation_away = 'HOU' AND season_id = '22010' );	3511.0	(     SELECT reb_home AS reb FROM game	game	game
What was the largest margin of victory in the 2003 season?	SELECT MAX(ABS(pts_home - pts_away)) AS largest_margin FROM game WHERE season_id = '22003';	47.0	game	game	game
How many games did the Orlando Magic win at home in the 2015 season?	SELECT COUNT(*) AS home_wins FROM game WHERE season_id = '22015' AND team_abbreviation_home = 'ORL' AND pts_home > pts_away;	23	game	game	game
Which team had the worst average point differential in the 2007 season?	SELECT team_abbreviation, AVG(point_diff) AS avg_point_differential FROM (     SELECT team_abbreviation_home AS team_abbreviation, (pts_home - pts_away) AS point_diff      FROM game WHERE season_id = '22007'     UNION ALL     SELECT team_abbreviation_away, (pts_away - pts_home)      FROM game WHERE season_id = '22007' ) GROUP BY team_abbreviation ORDER BY avg_point_differential ASC LIMIT 1;	SEA|-8.75609756097561	(     SELECT team_abbreviation_home AS team_abbreviation, (pts_home - pts_away) AS point_diff      FROM game	game	game
Which game had the most lead changes in the 2020 season?	SELECT game_id, lead_changes  FROM other_stats  WHERE game_id IN (     SELECT game_id      FROM game      WHERE season_id = '22020' )  ORDER BY lead_changes DESC  LIMIT 1;	0022000890|26	other_stats	other_stats	other_stats
What is the highest field goal percentage the Miami Heat have recorded at home?	SELECT MAX(fg_pct_home)  FROM game  WHERE team_name_home = 'Miami Heat';	0.675	game	game	game
How many total offensive rebounds did the Houston Rockets have in away games during the 2018 season?	SELECT SUM(oreb_away)  FROM game  WHERE team_name_away = 'Houston Rockets' AND season_id = '22018';	419.0	game	game	game
How many times did the Cleveland Cavaliers lose by more than 20 points in the 2010 season?	SELECT COUNT(*)  FROM game  WHERE season_id = '22010'  AND (     (team_name_home = 'Cleveland Cavaliers' AND wl_home = 'L' AND (pts_away - pts_home) > 20)      OR      (team_name_away = 'Cleveland Cavaliers' AND wl_away = 'L' AND (pts_home - pts_away) > 20) );	9	game	game	game
What is the highest number of points the Golden State Warriors have ever scored in a single home game?	SELECT MAX(pts_home)   FROM game   WHERE team_abbreviation_home = 'GSW';	149.0	game	game	game
When was the last time the New York Knicks won a home game?	SELECT game_date   FROM game   WHERE team_abbreviation_home = 'NYK'     AND wl_home = 'W'   ORDER BY game_date DESC   LIMIT 1;	2023-05-10 00:00:00	game	game	game
Which away team has scored the most points against the Miami Heat in a single game?	SELECT team_name_away, pts_away   FROM game   WHERE team_abbreviation_home = 'MIA'   ORDER BY pts_away DESC   LIMIT 1;	Milwaukee Bucks|144.0	game	game	game
What was the largest lead the Chicago Bulls have ever had in a home game?	SELECT MAX(largest_lead_home)   FROM other_stats   WHERE team_abbreviation_home = 'CHI';	47	other_stats	other_stats	other_stats
What is the most fast break points the Brooklyn Nets have scored at home in a game?	SELECT MAX(pts_fb_home)   FROM other_stats   WHERE team_abbreviation_home = 'BKN';	38	other_stats	other_stats	other_stats
What is the highest number of points the Los Angeles Lakers have scored in a single away game?	SELECT MAX(pts_away)   FROM game   WHERE team_abbreviation_away = 'LAL';	153.0	game	game	game
What is the highest-scoring game in Chicago Bulls history (considering both home and away games)?	SELECT game_id, pts_home, pts_away, game_date   FROM game   WHERE team_abbreviation_home = 'CHI' OR team_abbreviation_away = 'CHI'   ORDER BY (pts_home + pts_away) DESC   LIMIT 1;	0021800928|161.0|168.0|2019-03-01 00:00:00	game	game	game
What is the largest margin of victory the Miami Heat have ever had in an away game?	SELECT MAX(ABS(pts_away - pts_home)) AS largest_margin   FROM game   WHERE team_abbreviation_away = 'MIA'     AND pts_away > pts_home;	34.0	game	game	game
What is the most fast-break points the Houston Rockets have ever scored in an away game?	SELECT MAX(pts_fb_away)   FROM other_stats   WHERE team_abbreviation_away = 'HOU';	34	other_stats	other_stats	other_stats
What is the most points in the paint the Milwaukee Bucks have ever scored in an away game?	SELECT MAX(pts_paint_away)   FROM other_stats   WHERE team_abbreviation_away = 'MIL';	86	other_stats	other_stats	other_stats
What is the lowest number of points the Golden State Warriors have scored in an away game?	SELECT MIN(pts_away)   FROM game   WHERE team_abbreviation_away = 'GSW';	65.0	game	game	game
How many times have the Boston Celtics won an away game by at least 20 points?	SELECT COUNT(*)   FROM game   WHERE team_abbreviation_away = 'BOS'     AND wl_away = 'W'     AND (pts_away - pts_home) >= 20;	179	game	game	game
Which opponent has the Los Angeles Clippers lost to the most in away games?	SELECT team_abbreviation_home, COUNT(*) AS losses   FROM game   WHERE team_abbreviation_away = 'LAC'     AND wl_away = 'L'   GROUP BY team_abbreviation_home   ORDER BY losses DESC   LIMIT 1;	POR|65	game	game	game
How many times have the Toronto Raptors scored exactly 100 points in an away game?	SELECT COUNT(*)   FROM game   WHERE team_abbreviation_away = 'TOR'     AND pts_away = 100;	35	game	game	game
What is the highest combined score in a game between the Golden State Warriors and the Cleveland Cavaliers?	SELECT MAX(pts_home + pts_away)  FROM game  WHERE (team_name_home = 'Golden State Warriors' AND team_name_away = 'Cleveland Cavaliers')     OR (team_name_home = 'Cleveland Cavaliers' AND team_name_away = 'Golden State Warriors');	266.0	game	game	game
What is the largest lead the Boston Celtics have ever had in a game?	SELECT MAX(largest_lead_home)  FROM other_stats  WHERE team_abbreviation_home = 'BOS';	60	other_stats	other_stats	other_stats
What is the most three-pointers the Brooklyn Nets have ever made in a home game?	SELECT MAX(fg3m_home)  FROM game  WHERE team_name_home = 'Brooklyn Nets';	22.0	game	game	game
What is the most second-chance points the Chicago Bulls have scored in a home game?	SELECT MAX(pts_2nd_chance_home)  FROM other_stats  WHERE team_abbreviation_home = 'CHI';	34	other_stats	other_stats	other_stats
In which season did the San Antonio Spurs win the most games?	SELECT season_id, COUNT(*) AS win_count  FROM game  WHERE (team_name_home = 'San Antonio Spurs' AND wl_home = 'W')     OR (team_name_away = 'San Antonio Spurs' AND wl_away = 'W')  GROUP BY season_id  ORDER BY win_count DESC  LIMIT 1;	22015|67	game	game	game
What is the most points the Chicago Bulls have scored at home in the 1996 season?	SELECT MAX(pts_home)  FROM game  WHERE team_abbreviation_home = 'CHI'  AND season_id = '21996';	134.0	game	game	game
How many games did the Boston Celtics win at home in the 1984 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'BOS'  AND season_id = '21984'  AND wl_home = 'W';	35	game	game	game
What is the average number of turnovers per game for the Philadelphia 76ers at home in the 2018 season?	SELECT AVG(tov_home)  FROM game  WHERE team_abbreviation_home = 'PHI'  AND season_id = '22018';	14.2682926829268	game	game	game
In the 1972 season, how many times did the New York Knicks and Brooklyn Nets play against each other?	SELECT COUNT(*)  FROM game  WHERE (team_abbreviation_home = 'NYK' AND team_abbreviation_away = 'BKN')     OR (team_abbreviation_home = 'BKN' AND team_abbreviation_away = 'NYK')  AND season_id = '21972';	21	game	game	game
What was the highest-scoring game (total points combined) in the 2001 season?	SELECT game_id, (pts_home + pts_away) AS total_points  FROM game  WHERE season_id = '22001'  ORDER BY total_points DESC  LIMIT 1;	0020100682|281.0	game	game	game
What is the most points the Detroit Pistons have scored in an away game in the 2004 season?	SELECT MAX(pts_away)  FROM game  WHERE team_abbreviation_away = 'DET'  AND season_id = '22004';	114.0	game	game	game
How many games did the San Antonio Spurs win on the road in the 1999 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_away = 'SAS'  AND season_id = '21999'  AND wl_away = 'W';	22	game	game	game
What was the average number of personal fouls committed by the Indiana Pacers in away games during the 2011 season?	SELECT AVG(pf_away)  FROM game  WHERE team_abbreviation_away = 'IND'  AND season_id = '22011';	21.3939393939394	game	game	game
What is the highest number of turnovers the Dallas Mavericks committed in a single away game during the 2016 season?	SELECT MAX(tov_away)  FROM game  WHERE team_abbreviation_away = 'DAL'  AND season_id = '22016';	22.0	game	game	game
How many total offensive rebounds did the Sacramento Kings record in all away games in the 1990 season?	SELECT SUM(oreb_away)  FROM game  WHERE team_abbreviation_away = 'SAC'  AND season_id = '21990';	517.0	game	game	game
What is the highest-scoring game (combined points) the Utah Jazz played in the 1998 season, home or away?	SELECT game_id, (pts_home + pts_away) AS total_points  FROM game  WHERE (team_abbreviation_home = 'UTA' OR team_abbreviation_away = 'UTA')  AND season_id = '21998'  ORDER BY total_points DESC  LIMIT 1;	0029800077|232.0	game	game	game
How many fast break points did the Toronto Raptors score on the road in total during the 2002 season?	SELECT SUM(pts_fb_away)  FROM other_stats  WHERE game_id IN (     SELECT game_id      FROM game      WHERE team_abbreviation_away = 'TOR'      AND season_id = '22002' );	465	other_stats	other_stats	other_stats
What is the highest number of three-pointers the Houston Rockets made in a single away game during the 2018 season?	SELECT MAX(fg3m_away)  FROM game  WHERE team_abbreviation_away = 'HOU'  AND season_id = '22018';	26.0	game	game	game
How many total rebounds did the New York Knicks grab in away games during the 1995 season?	SELECT SUM(reb_away)  FROM game  WHERE team_abbreviation_away = 'NYK'  AND season_id = '21995';	1643.0	game	game	game
How many games in the 2005 season had a combined score of at least 250 points?	SELECT COUNT(*)  FROM game  WHERE (pts_home + pts_away) >= 250  AND season_id = '22005';	6	game	game	game
What is the largest margin of victory the Boston Celtics had in an away game during the 2010 season?	SELECT MAX(ABS(pts_away - pts_home))  FROM game  WHERE team_abbreviation_away = 'BOS'  AND season_id = '22010'  AND wl_away = 'W';	31.0	game	game	game
How many overtime games did the Portland Trail Blazers play in the 1994 season?	SELECT COUNT(*)  FROM game  WHERE (team_abbreviation_home = 'POR' OR team_abbreviation_away = 'POR')  AND season_id = '21994'  AND min > 48;	82	game	game	game
What was the highest number of assists the Philadelphia 76ers recorded in an away game during the 2001 season?	SELECT MAX(ast_away)  FROM game  WHERE team_abbreviation_away = 'PHI'  AND season_id = '22001';	30.0	game	game	game
How many times did the Milwaukee Bucks win an away game by 20 or more points in the 1983 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_away = 'MIL'  AND season_id = '21983'  AND wl_away = 'W'  AND (pts_away - pts_home) >= 20;	3	game	game	game
What is the highest number of points the Chicago Bulls scored in an away game during the 1997 season?	SELECT MAX(pts_away)  FROM game  WHERE team_abbreviation_away = 'CHI'  AND season_id = '21997';	123.0	game	game	game
What was the highest-scoring combined total of any game the San Antonio Spurs played in during the 2007 season?	SELECT MAX(pts_home + pts_away)  FROM game  WHERE team_abbreviation_home = 'SAS' OR team_abbreviation_away = 'SAS'  AND season_id = '22007';	301.0	game	game	game
How many total three-pointers did the Cleveland Cavaliers make in away games during the 2016 season?	SELECT SUM(fg3m_away)  FROM game  WHERE team_abbreviation_away = 'CLE'  AND season_id = '22016';	530.0	game	game	game
What was the largest win margin for the Denver Nuggets in an away game during the 1985 season?	SELECT MAX(pts_away - pts_home)  FROM game  WHERE team_abbreviation_away = 'DEN'  AND season_id = '21985'  AND wl_away = 'W';	18.0	game	game	game
What was the lowest-scoring game the Utah Jazz played in during the 2002 season?	SELECT MIN(pts_home + pts_away)  FROM game  WHERE team_abbreviation_home = 'UTA' OR team_abbreviation_away = 'UTA'  AND season_id = '22002';	134.0	game	game	game
How many times did the Detroit Pistons win an away game while holding their opponent to under 90 points in the 1990 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_away = 'DET'  AND season_id = '21990'  AND wl_away = 'W'  AND pts_home < 90;	6	game	game	game
How many times have the Boston Celtics won at home in the 2021 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'BOS'  AND wl_home = 'W'  AND season_id = '22021';	28	game	game	game
What is the largest lead the Miami Heat have had in a game at home?	SELECT MAX(largest_lead_home)  FROM other_stats  WHERE team_abbreviation_home = 'MIA';	46	other_stats	other_stats	other_stats
How many points did the Golden State Warriors score in their first game of the 2005 season?	SELECT pts_home  FROM game  WHERE team_abbreviation_home = 'GSW'  AND season_id = '22005'  ORDER BY game_date ASC  LIMIT 1;	122.0	game	game	game
What is the most total rebounds the New York Knicks have had in a home game?	SELECT MAX(reb_home)  FROM game  WHERE team_abbreviation_home = 'NYK';	75.0	game	game	game
How many times did the Chicago Bulls lose at home in the 2015 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'CHI'  AND wl_home = 'L'  AND season_id = '22015';	15	game	game	game
What is the highest number of fast break points the Houston Rockets have scored in a home game?	SELECT MAX(pts_fb_home)  FROM other_stats  WHERE team_abbreviation_home = 'HOU';	37	other_stats	other_stats	other_stats
What is the most points the Cleveland Cavaliers have scored in a road game?	SELECT MAX(pts_away)  FROM game  WHERE team_abbreviation_away = 'CLE';	140.0	game	game	game
What is the highest-scoring game played by the Boston Celtics at home?	SELECT game_date, pts_home  FROM game  WHERE team_abbreviation_home = 'BOS'  ORDER BY pts_home DESC  LIMIT 1;	1959-02-27 00:00:00|173.0	game	game	game
How many times have the Chicago Bulls won a home game while scoring at least 120 points?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_home = 'CHI'  AND pts_home >= 120  AND wl_home = 'W';	236	game	game	game
How many times have the Detroit Pistons won an away game in the 2004 season?	SELECT COUNT(*)  FROM game  WHERE team_abbreviation_away = 'DET'    AND wl_away = 'W'    AND season_id = '22004';	22	game	game	game
In how many home games did the Minnesota Timberwolves score more fast-break points than their opponent?	SELECT COUNT(*)  FROM other_stats  WHERE team_abbreviation_home = 'MIN'  AND pts_fb_home > pts_fb_away;	374	other_stats	other_stats	other_stats
What is the most turnovers the Philadelphia 76ers have committed in a home game?	SELECT MAX(total_turnovers_home)  FROM other_stats  WHERE team_abbreviation_home = 'PHI';	30	other_stats	other_stats	other_stats
What was the highest field goal percentage the Denver Nuggets achieved in a single game in the 1999 season?	SELECT MAX(fg_pct_home)  FROM game  WHERE team_abbreviation_home = 'DEN'  AND season_id = '21999';	0.631	game	game	game
